title,pub_date,status,link,category,preview
"""Promising Prospects in Chronic Diseases,"" plus My Top 3 Books of 2021","Mon, 27 Dec 2021 11:15:00 +0000",publish,/the-breathing-411/chronic-disease-books,Other,
"Clouds, Humming Under Water, and Two Practices for Today","Mon, 12 Feb 2024 11:20:00 +0000",publish,/the-breathing-411/clouds-humming-under-water-two-practices-for-today,Other,
"Common Breath Currency, 3 of the Best, and an Overlooked Exercise","Mon, 09 Dec 2024 11:15:00 +0000",publish,/the-breathing-411/common-breath-currency-3-of-the-best-overlooked-exercise,Breathwork techniques and how-to,
"Common Breath Currency, 3 of the Best, and an Overlooked Exercise (Copy)","Mon, 09 Dec 2024 11:15:00 +0000",draft,/the-breathing-411/common-breath-currency-3-of-the-best-overlooked-exercise-4hzb2,Breathwork techniques and how-to,
"Diverse Tactics (part 2), Less Relaxation, and How to Feel Confident","Mon, 02 May 2022 10:20:00 +0000",publish,/the-breathing-411/confidence-self-regulation,Breathwork techniques and how-to,
"Connection, a Wordless Mantra, and 4 Thoughts on Nose Breathing","Mon, 29 Apr 2024 10:20:00 +0000",publish,/the-breathing-411/connection-wordless-mantra-4-thoughts-nose-breathing,Breathwork techniques and how-to,
"Effortless Inhales, Deepak on Smiling, and Maybe Loud Breathing is OK?","Sat, 11 Dec 2021 16:36:18 +0000",publish,/the-breathing-411/effortless-loud-breathing,Breathwork techniques and how-to,
"Applied Elegance, a Gift of Breathing, and How to Practice Philosophy","Mon, 13 Jun 2022 10:20:00 +0000",publish,/the-breathing-411/elegance-philosophy,Breathwork techniques and how-to,
"Element of Choice, Less Effort, and Focus on Enjoyment for Better Results","Mon, 14 Aug 2023 10:20:00 +0000",publish,/the-breathing-411/element-of-choice-less-effort-enjoyment-better-results,Focus and performance,
"Eloquent Exhales, 3 Books, and Adding Sound for More Benefit","Mon, 12 Sep 2022 10:20:00 +0000",publish,/the-breathing-411/eloquent-exhales-water-sounds,Breathwork techniques and how-to,
"Emotional Balance, Why Mindfulness, and Moving Beyond a Calm Mind","Mon, 27 Mar 2023 10:20:00 +0000",publish,/the-breathing-411/emotional-balance-mindfulness-calm,Anxiety and stress,
"Effective Non-Breathing Tool, Equanimity, and an 8 Breath Protocol","Mon, 07 Nov 2022 11:20:00 +0000",publish,/the-breathing-411/equanimity-8-breaths,Breathwork techniques and how-to,
"Finding Answers Within, Tree Tops, and How to Breathe for Joy","Mon, 07 Aug 2023 10:28:00 +0000",publish,/the-breathing-411/finding-answers-within-tree-tops-how-to-breathe-for-joy,Breathwork techniques and how-to,
"Five Minutes, How to Heal the Mind, and 15 versus 300","Mon, 10 Jun 2024 10:20:00 +0000",publish,/the-breathing-411/five-minutes-how-to-heal-the-mind-15-versus-300,Breathwork techniques and how-to,
"Flourishing, Four (more) Reminders, and Get More Brain Power","Mon, 19 Aug 2024 10:20:00 +0000",publish,/the-breathing-411/flourishing-four-reminders-get-more-brain-power,Focus and performance,
"5 Breaths for Focus, Better Sleep, and Your Own Finely Crafted Program","Mon, 15 Aug 2022 10:20:00 +0000",publish,/the-breathing-411/focus-better-sleep,Sleep,
"Purely for Joy, Physics, and How to Overcome Obstacles","Mon, 28 Oct 2024 10:15:00 +0000",publish,/the-breathing-411/focus-on-joy-physics-how-to-overcome-obstacles,Breathwork techniques and how-to,
"Four Reminders, Alternate Nostril, and Tapping into the Life Force","Mon, 12 Aug 2024 10:20:00 +0000",publish,/the-breathing-411/four-reminders-alternate-nostril-tapping-into-life-force,Other,
"Free 5-Star Resort, Transferring Passion, and Breathing in the Rain","Mon, 27 Nov 2023 11:20:00 +0000",publish,/the-breathing-411/free-5-star-resort-transferring-passion-rainy-breath,Breathwork techniques and how-to,
"Cry More, Full Victory, and Three Gift Ideas for Breathers","Mon, 04 Dec 2023 11:20:00 +0000",publish,/the-breathing-411/free-5-star-resort-transferring-passion-rainy-breath-9gbcw,Breathwork techniques and how-to,
"Free OA App, 60 Seconds of Joy, and Breathing Improves Cognition","Mon, 20 Feb 2023 11:20:00 +0000",publish,/the-breathing-411/free-app-60-seconds-joy-cognition,Breathwork techniques and how-to,
3 Breaths Changed David Goggins’ Life (+ a free gift),"Mon, 26 Dec 2022 11:20:00 +0000",publish,/the-breathing-411/goggins-healing-power,Breathwork techniques and how-to,
"Going Inward, a New Practice, and Remembering Oneself","Mon, 29 Jul 2024 10:20:00 +0000",publish,/the-breathing-411/going-inward-a-new-practice-remembering-oneself,Other,
"Good Stress, Self Love, and Breathing for Happiness and Wisdom","Mon, 27 Feb 2023 11:20:00 +0000",publish,/the-breathing-411/good-stress-self-love-wisdom,Breathwork techniques and how-to,
"Gratitude Brain Change, 2 Quotes, and You Can Bring Retreat to You","Mon, 12 Jun 2023 10:20:00 +0000",publish,/the-breathing-411/gratitude-brain-change-2-quotes-bring-retreat-to-you,Focus and performance,
"Holotropic Breathing, a 6 bpm Prayer, and the Power of PNS","Mon, 28 Nov 2022 11:20:00 +0000",publish,/the-breathing-411/hail-mary-holotropic,Breathwork techniques and how-to,
"Head and Heart, Best Advice, and Why All Breathwork Works","Mon, 19 Sep 2022 10:20:00 +0000",publish,/the-breathing-411/head-heart-best-advice,Breathwork techniques and how-to,
"Health &amp; Happiness, and How to Align with Your Life Force","Mon, 18 Dec 2023 11:20:00 +0000",publish,/the-breathing-411/health-happiness-how-to-align-with-your-life-force,Breathwork techniques and how-to,
"Heart &amp; Breath Harmony, Hidden Life, and Two Places to Put Your Breath","Mon, 20 Jun 2022 10:20:00 +0000",publish,/the-breathing-411/heart-breath-hidden-life,Breathwork techniques and how-to,
"Heroes, the Healing Power of Breathing, and the Key to Living Longer","Mon, 30 Oct 2023 10:20:00 +0000",publish,/the-breathing-411/heroes-the-healing-power-of-breathing-key-living-longer,Breathwork techniques and how-to,
"HIIB?, a Trick for Being Present, and Becoming More Joyous","Mon, 28 Aug 2023 10:20:00 +0000",publish,/the-breathing-411/hiib-a-trick-for-present-becoming-more-joyous,Contemplative practice and mindfulness,
"How Breathing Heals, Life’s Storms, and the Power of Love","Mon, 25 Mar 2024 10:20:00 +0000",publish,/the-breathing-411/how-breathing-heals-lifes-storms-power-of-love,Breathwork techniques and how-to,
"How Gratitude Works, Fast Breathing, and Coming Home in a Loving Way","Mon, 21 Aug 2023 10:20:00 +0000",publish,/the-breathing-411/how-gratitude-works-fast-breathing-coming-home-loving-way,Breathwork techniques and how-to,
"How to Get True Health, Extended-Release Calm, and a New Personality","Mon, 26 Feb 2024 11:20:00 +0000",publish,/the-breathing-411/how-to-get-true-health-extended-release-calm-a-new-personality,Anxiety and stress,
"How to Actually Increase Well-Being, Waves, and the Power of Breathwalk","Mon, 06 Nov 2023 11:20:00 +0000",publish,/the-breathing-411/how-to-increase-well-being-waves-power-of-breathwalk,Breathwork techniques and how-to,
"How to Not Get Upset, Robust Science, and the Great Synchrony","Mon, 21 Oct 2024 10:15:00 +0000",publish,/the-breathing-411/how-to-not-get-upset-robust-science-the-great-synchrony,Breathwork techniques and how-to,
"How to Solve Complex Problems, Your Path, and Focusing on Joy","Mon, 03 Feb 2025 11:15:00 +0000",draft,/the-breathing-411/how-to-solve-complex-problems-your-path-focusing-on-joy,Focus and performance,Audio Block Double-click here to upload or link to a .mp3. Learn more
"How to Walk Farther, Mind Roots, and Breath &amp; Gratitude","Mon, 30 Sep 2024 10:15:00 +0000",publish,/the-breathing-411/how-to-walk-farther-mind-roots-and-breath-gratitude,Breathwork techniques and how-to,
"Humor, How to Live Well, and the First Step Toward Self-Regulation","Mon, 15 Jul 2024 10:20:00 +0000",publish,/the-breathing-411/humor-how-to-live-well-first-step-toward-self-regulation,Breathwork techniques and how-to,
"Inner Resources, Better Blood Flow, and How to Focus on a Fuller Life","Mon, 10 Jan 2022 11:15:00 +0000",publish,/the-breathing-411/inner-blood-flow,Focus and performance,
"Inspiration, Recharging Our Batteries, and How to Float Through Life","Mon, 13 Jan 2025 11:15:00 +0000",publish,/the-breathing-411/inspiration-recharging-our-batteries-how-to-float-through-life,Breathwork techniques and how-to,
"Intention, 25 Breath Ideas, and Sincere but Never Serious","Mon, 06 Jan 2025 11:15:00 +0000",publish,/the-breathing-411/intention-25-breath-ideas-sincere-but-never-serious,Breathwork techniques and how-to,
"How to Be Irreplaceable, Coffee or Breath, and the Most Important Study Yet","Mon, 23 Jan 2023 11:20:00 +0000",publish,/the-breathing-411/irreplaceable-coffee-breathwork,Breathwork techniques and how-to,
"It's Possible, Movement for Mindfulness, and Breath is Life","Mon, 02 Sep 2024 10:20:00 +0000",publish,/the-breathing-411/its-possible-movement-for-mindfulness-breath-is-life,Breathwork techniques and how-to,
"Laugh More, Buddha’s Breathwork, and How to Find Inner Silence","Mon, 18 Sep 2023 10:20:00 +0000",publish,/the-breathing-411/laugh-more-buddhas-breathwork-how-to-find-silence,Breathwork techniques and how-to,
"Learned Hope, Suffering vs. Peace, and a Perfect Quote on Breathwork","Mon, 25 Jul 2022 10:20:00 +0000",publish,/the-breathing-411/learned-hope-weil-quote,Breathwork techniques and how-to,
"Learning to Live, 3 Random Thoughts, and Going on an Internal Jog","Mon, 11 Nov 2024 11:15:00 +0000",publish,/the-breathing-411/learning-to-live-3-random-thoughts-going-on-an-internal-jog,Other,
"How to Let Go, Breathing for Better Emotions, and Loving Life","Mon, 20 Mar 2023 10:20:00 +0000",publish,/the-breathing-411/letting-go-better-emotions-loving-life,Breathwork techniques and how-to,
"Life Force in Action, 3 Studies, and the Power of Mind-Wandering","Mon, 23 May 2022 10:20:00 +0000",publish,/the-breathing-411/life-force-mind-wander,Other,
"Life, Humor, and a Great Truth You Should Know about Yourself","Mon, 11 Dec 2023 11:20:00 +0000",publish,/the-breathing-411/life-humor-a-great-truth-about-yourself,Other,
"How to (actually) Live Longer, Point A to B, and Breathing for Spirit","Mon, 24 Oct 2022 10:20:00 +0000",publish,/the-breathing-411/live-longer-point-a,Breathwork techniques and how-to,
"Living Better, Loving-Kindness, and 4 Reminders to Laugh","Mon, 15 Apr 2024 10:20:00 +0000",publish,/the-breathing-411/living-better-loving-kindness-4-reminders-to-laugh,Other,
"More Time, Long-Term Benefits, and How to Hold Your Breath for 6 Hours","Mon, 28 Mar 2022 10:20:00 +0000",publish,/the-breathing-411/long-term-6-hr-bh,Breathwork techniques and how-to,
"Breathing &amp; Love, Rising Above the Clouds, and 4 Years in 4 Points","Mon, 13 Dec 2021 11:30:00 +0000",publish,/the-breathing-411/love-rising-buddha,Breathwork techniques and how-to,
"Love, the Gift of Giving, and How Life Gets Measured","Mon, 25 Dec 2023 11:20:00 +0000",draft,/the-breathing-411/love-the-gift-of-giving-how-life-gets-measured,Other,Audio Block Double-click here to upload or link to a .mp3. Learn more
"More Loving Potential, Cold Showers, and the Healing Power of Mind","Mon, 09 Jan 2023 11:20:00 +0000",publish,/the-breathing-411/loving-potential-cold-mind,Other,
"An Incredible Study, Meaningful Change, and Gratitude Right Now","Mon, 20 Nov 2023 11:20:00 +0000",publish,/the-breathing-411/meaningful-change-incredible-study-gratitude-now,Science 411 study breakdowns,
"Mind-Body Unity, the Real Power of Breath, and a Beautiful Resilience","Mon, 09 Oct 2023 10:20:00 +0000",publish,/the-breathing-411/mind-body-unity-power-of-breath-beautiful-resilience,Breathwork techniques and how-to,
"3 Easy Mindful Breaths, Breathing's Version of AI, and 7/11 for 7/11","Mon, 11 Jul 2022 10:20:00 +0000",publish,/the-breathing-411/mindful-breathing-ai,Breathwork techniques and how-to,
"Mindful Sauna, Focus on You, and Singing for Better Breathing","Mon, 13 Nov 2023 11:20:00 +0000",publish,/the-breathing-411/mindful-sauna-focus-on-you-singing-better-breathing,Breathwork techniques and how-to,
"Mindful vs. Slow Breathing, and How to Know the Nature of All Beings","Mon, 25 Sep 2023 10:20:00 +0000",publish,/the-breathing-411/mindful-vs-slow-how-to-know-nature-of-all-beings,Breathwork techniques and how-to,
"More Alive, Surprising, and the Key to Lung Expansion (and a long life)","Mon, 05 Aug 2024 10:20:00 +0000",publish,/the-breathing-411/more-alive-surprising-lung-expansion-long-life,Other,
"More Joy, Long Beards, and Beating a New Type of Gravity","Mon, 01 May 2023 10:20:00 +0000",publish,/the-breathing-411/more-joy-long-beards-new-type-of-gravity,Other,
"One Breath, Three Components, and the Most Effective Stress Remedy","Mon, 17 Apr 2023 10:20:00 +0000",publish,/the-breathing-411/most-effective-stress-remedy-one-breath,Anxiety and stress,
"Therapeutic Mouth Breathing, Focus, and My Favorite Breathing Parable","Mon, 29 Aug 2022 10:20:00 +0000",publish,/the-breathing-411/mouth-breathing-parable,Breathwork techniques and how-to,
"Movement, Heart and Lung Vacation, and My Teacher is Best","Mon, 20 May 2024 10:20:00 +0000",publish,/the-breathing-411/movement-heart-lung-vacation-my-teacher-is-best,Other,
"My Ghostwriter, Cost-Free, and the Best Gift We Can Give Others","Mon, 27 May 2024 10:20:00 +0000",publish,/the-breathing-411/my-ghostwriter-cost-free-the-best-gift-we-can-give-others,Other,
"My Top 5 Breath Books, Unconditional Love, and a Life Changing Outro","Mon, 05 Jun 2023 10:20:00 +0000",publish,/the-breathing-411/my-top-5-breath-books-love-life-changing-outro,Breathwork techniques and how-to,
"Breathing for Diabetes Class, Mystics, and How to Reach the Ideal State","Mon, 28 Feb 2022 11:20:00 +0000",publish,/the-breathing-411/mystics-ideal-state,Breathwork techniques and how-to,
"Nasal Breathing, Belly Laughing, and My Favorite Signs of Progress","Mon, 16 Sep 2024 10:15:00 +0000",publish,/the-breathing-411/nasal-breathing-belly-laughing-my-favorite-signs-of-progress,Breathwork techniques and how-to,
"Nasal Minded, Three Quotes, And Making Your Own Path","Mon, 09 Sep 2024 10:20:00 +0000",publish,/the-breathing-411/nasal-minded-three-quotes-and-making-your-own-path,Breathwork techniques and how-to,
"New Mouth Tape Study, Universal Rhythm, and the Ego Hates This","Mon, 30 Dec 2024 11:15:00 +0000",publish,/the-breathing-411/new-mouth-tape-study-universal-rhythm-the-ego-hates-this,Science 411 study breakdowns,
"Nose versus Mouth, 800000 and 73 days, and Our Best Weapon for Stress","Mon, 30 May 2022 10:20:00 +0000",publish,/the-breathing-411/nose-stress-73,Anxiety and stress,
"Nutritious Breathing, a Touch of Mindfulness, and Why Resonance Works","Mon, 26 Sep 2022 10:20:00 +0000",publish,/the-breathing-411/nutritious-indirect-resonance,Breathwork techniques and how-to,
"On Breathing, Moving &amp; Stillness, and Taking an Instant Vacation","Mon, 10 Feb 2025 11:15:00 +0000",draft,/the-breathing-411/on-breathing-moving-stillness-taking-an-instant-vacation,Breathwork techniques and how-to,
"One of My New Favorites, Inhale, and 3 Reminders to Exhale","Mon, 23 Sep 2024 10:15:00 +0000",publish,/the-breathing-411/one-of-my-new-favorites-inhale-3-reminders-to-exhale,Breathwork techniques and how-to,
"Free 1-on-1 Sessions, Less is More, and How to Life a Long &amp; Healthy Life","Mon, 04 Jul 2022 10:20:00 +0000",publish,/the-breathing-411/one-on-ones-less-more,Breathwork techniques and how-to,
"One-Second Meditation, Being Breathed, and Why Slow Breathing Works","Mon, 20 Jan 2025 11:15:00 +0000",publish,/the-breathing-411/one-second-meditation-being-breathed-why-slow-breathing-works,Breathwork techniques and how-to,
"One Solution to Stress, Getting More, and the Best $0.99 I’ve Spent","Mon, 16 Oct 2023 10:20:00 +0000",publish,/the-breathing-411/one-solution-stress-getting-more-best-99-ive-spent,Anxiety and stress,
"Positive Stress, Open Heart, and a Poor Host for Disease","Mon, 17 Jun 2024 10:20:00 +0000",publish,/the-breathing-411/positive-stress-open-heart-poor-host-for-disease,Anxiety and stress,
"Sit Up Straight, a Language of Energy, and Two Hours instead of One?","Mon, 14 Mar 2022 10:24:00 +0000",publish,/the-breathing-411/posture-lean-into-practice,Other,
"Progress, Heart &amp; Happiness, and How to Become a Breath Coach","Mon, 01 Aug 2022 10:20:00 +0000",publish,/the-breathing-411/progress-heart-happiness,Breathwork techniques and how-to,
"Is Resonance Overrated, Breathing 3.0, and Feeling More this Week","Sat, 29 Oct 2022 10:20:00 +0000",publish,/the-breathing-411/resonance-breathing30-emotional,Breathwork techniques and how-to,
"Science Talk, Stress, and 3 Exercises to Heal Any Ailment","Mon, 08 Apr 2024 10:20:00 +0000",publish,/the-breathing-411/science-talk-stress-3-exercises-to-heal-any-ailment,Anxiety and stress,
"See the World, Deep Rest, and a Simple Step for Profound Effects","Mon, 06 May 2024 10:20:00 +0000",publish,/the-breathing-411/see-the-world-deep-rest-a-simple-step-for-profound-effects,Sleep,
"Self-Expression, Sending Messages of Calm, and How to Live Well","Mon, 05 Feb 2024 11:20:00 +0000",publish,/the-breathing-411/self-expression-sending-messages-of-calm-how-to-live-well,Anxiety and stress,
"A Shared Theme, Heal the Body, and Tony Robbins's 3 Breathing Practices","Mon, 07 Mar 2022 11:24:00 +0000",publish,/the-breathing-411/shared-theme-tony-robbins,Breathwork techniques and how-to,
"Slow Gratitude, Breath Pole Vaulting, and Two Ways It Calms the Mind","Mon, 22 May 2023 10:20:00 +0000",publish,/the-breathing-411/slow-gratitude-breath-pole-vaulting-calm-mind,Anxiety and stress,
"A Smile, Perfect Advice on Methods, and I Was Happy Until this Moment","Mon, 11 Sep 2023 10:20:00 +0000",publish,/the-breathing-411/smile-perfect-on-methods-happy-until-this-moment,Personal and newsletter style,
"Smiling, Heart at Ease, and a Life-Changing Shift in Perspective","Sat, 20 Jan 2024 11:20:00 +0000",publish,/the-breathing-411/smiling-heart-at-ease-life-changing-shift-perspective,Other,
"The Cheapest Medicine, a New Breath Book, and Students of Life","Mon, 29 Jan 2024 11:20:00 +0000",publish,/the-breathing-411/smiling-heart-at-ease-life-changing-shift-perspective-l4eff,Breathwork techniques and how-to,
"Soul Physiology, Laughter Heals, and a Great Zen Master","Mon, 13 May 2024 10:20:00 +0000",publish,/the-breathing-411/soul-physiology-laughter-heals-great-zen-master,Other,
"Nose or Mouth, 23 Years Ago, and How to Make Spiritual Progress","Mon, 10 Oct 2022 10:20:00 +0000",publish,/the-breathing-411/spiritual-progress-nose-mouth,Breathwork techniques and how-to,
"Better Under Stress, Wim Hof’s Joy, and a Protocol based on 29 Studies","Mon, 18 Apr 2022 10:20:00 +0000",publish,/the-breathing-411/stress-29-studies,Anxiety and stress,
"Rock Climbing, Stress &amp; Growth, and How to be Present (not just breathing)","Mon, 21 Feb 2022 11:20:00 +0000",publish,/the-breathing-411/stress-growth-superhuman,Breathwork techniques and how-to,
"Big Tech vs. Gandhi, Breathing is Self-Love, and Syncing w/ the Heart","Mon, 13 Feb 2023 11:20:00 +0000",publish,/the-breathing-411/tech-gandhi-love,Breathwork techniques and how-to,
"Ten Breaths, the Power of Intention, and a Prescription for a Good Life","Mon, 02 Dec 2024 11:15:00 +0000",publish,/the-breathing-411/ten-breaths-the-power-of-intention-prescription-for-a-good-life,Breathwork techniques and how-to,
"A Wild Sleep Study, Becoming Great, and Being More Human","Mon, 15 Jan 2024 11:20:00 +0000",publish,/the-breathing-411/tickle-your-adrenals-superhuman-is-sleep-all-in-your-head,Sleep,
"Timeless Healing, Anti-Harley, and 2 Rules to Improve Your Breathing","Mon, 21 Mar 2022 10:20:00 +0000",publish,/the-breathing-411/timeless-healing-2-rules,Breathwork techniques and how-to,
"Top 5 Daily Breaths, a Guide to Wim Hof, and Coherence Fuels Purpose","Mon, 06 Jun 2022 10:20:00 +0000",publish,/the-breathing-411/top-5-coherence-purpose,Breathwork techniques and how-to,
"Top 5 IG Accounts, “Embreathment”, and Breathing for Emotional Health","Mon, 03 Apr 2023 10:20:00 +0000",publish,/the-breathing-411/top-5-ig-embreathment-emotional-health,Breathwork techniques and how-to,
"Two Simple Things, a Better Brain, and You Already Knew This, But…","Mon, 24 Jul 2023 10:20:00 +0000",publish,/the-breathing-411/two-simple-things-a-better-brain-you-already-knew-this,Focus and performance,
"An Unexpected Truth, 22 One-Sentence Ideas, and the Best Part of Breathing","Mon, 03 Jan 2022 11:15:00 +0000",publish,/the-breathing-411/use-heart-22-one,Breathwork techniques and how-to,
"Vagal Tone, Perfect Advice, and How to Experience More Joy","Mon, 08 Aug 2022 10:20:00 +0000",publish,/the-breathing-411/vagal-tone-perfect-advice,Breathwork techniques and how-to,
"Values and Goals, Diverse Tactics, and 3 Shared Benefits of 15 Studies","Mon, 25 Apr 2022 10:20:00 +0000",publish,/the-breathing-411/values-goals-methods,Other,
"Easy &amp; Natural Resistance Breathing, Flow, and How to Fall Back Asleep","Mon, 05 Sep 2022 10:20:00 +0000",publish,/the-breathing-411/water-resistance-counting,Breathwork techniques and how-to,
"When Laughter Occurs, Choosing Joy, and a New Favorite Passage","Mon, 23 Oct 2023 10:20:00 +0000",publish,/the-breathing-411/when-laughter-occurs-choosing-joy-a-new-favorite-passage,Other,
"Wim Hof vs. Slow Breathing, and How to Start Something Meaningful","Mon, 17 Jan 2022 11:15:00 +0000",publish,/the-breathing-411/whm-hrvb-meaningful,Breathwork techniques and how-to,
"Wim Hof vs. Slow Breathing, Part 2: The Famous Endotoxin Challenge","Mon, 24 Jan 2022 11:15:00 +0000",publish,/the-breathing-411/whm-slow-part2,Breathwork techniques and how-to,
"Whole-Brain Breathing, Nexus Point, and Life is Far Too Important","Mon, 25 Nov 2024 11:15:00 +0000",publish,/the-breathing-411/whole-brain-breathing-nexus-point-life-is-far-too-important,Breathwork techniques and how-to,
"Why We Suffer, Power of Humming, and a Celebration of Life","Mon, 04 Mar 2024 11:20:00 +0000",publish,/the-breathing-411/why-we-suffer-power-of-humming-celebration-of-life,Other,
"One Minute Stress Relief, Taste the Soup, and Positive Feelings","Mon, 21 Nov 2022 11:20:00 +0000",publish,/the-breathing-411/wim-1-min-soup,Anxiety and stress,
"Wim Hof &amp; the Ocean, Presencing, and a Long, Good Life","Mon, 14 Nov 2022 11:20:00 +0000",publish,/the-breathing-411/wim-ocean-presencing,Other,
"Yoga vs. Prozac, Deep Insight, and 4 Breaths for a Better Heart","Mon, 27 Jun 2022 10:20:00 +0000",publish,/the-breathing-411/yoga-prozac-heart,Breathwork techniques and how-to,
"Altered Traits: Science Reveals How Meditation Changes Your Mind, Brain, and Body","Fri, 19 May 2023 08:11:00 +0000",publish,/book-411s/altered-traits,Contemplative practice and mindfulness,"BY: Daniel Goleman, Ph.D. & Richard Davidson, Ph.D. Listen or Download Podcast Version 4 Thoughts 1. Altered Traits and the Real Goal of Meditation “Historically, meditation was not meant to improve our health, relax us, or enhance work success. Although these are the kinds of appeal that has made m"
The Art of Impossible: A Peak Performance Primer,"Fri, 08 Jul 2022 18:56:07 +0000",publish,/book-411s/art-of-impossible,Focus and performance,"BY: STEVEN KOTLER 4 THOUGHTS 1. Breathing to Boost Creativity: Quieting the Amygdala, Pessimism, and 80% “Unfortunately, to keep us safe, the amygdala is strongly biased toward negative information. We're always hunting danger. In experiments run at the University of California, Berkeley, psychologi"
Biofeedback and Mindfulness in Everyday Life: Practical Solutions for Improving Your Health and Performance,"Sun, 10 Jul 2022 17:23:10 +0000",publish,/book-411s/biofeedback-and-mindfulness-everyday-life,Contemplative practice and mindfulness,"BY: INNA KHAZAN, PH.D. 4 THOUGHTS 1. Mindful Low-and-Slow Breathing is “Almost Always Helpful” “Mindful low-and-slow breathing (Chapter 2) activates the parasympathetic (relaxation) nervous system and is therefore almost always helpful in reducing physiological arousal, including bringing down skin "
Blue Mind,"Wed, 26 Oct 2022 16:56:08 +0000",publish,/book-411s/blue-mind,Breathwork techniques and how-to,"The Surprising Science That Shows How Being Near, In, On, or Under Water Can Make You Happier, Healthier, More Connected, and Better at What You Do BY: WALLACE J NICHOLS Listen or Download Audio File 4 THOUGHTS 1. What is Blue Mind and Blue Mindfulness? “Several years ago I came up with a name for t"
Breath: The New Science of a Lost Art,"Fri, 24 Feb 2023 09:11:00 +0000",publish,/book-411s/breath,Breathwork techniques and how-to,"BY: JAMES NESTOR Listen or Download Podcast Version 4 Thoughts 1. Breathe Through Your Nose “The readouts reveal what the previous days have revealed: mouthbreathing is destroying our health. […] My blood pressure has spiked by an average of 13 points from where it was before the test, which puts me"
Breath by Breath: The Liberating Practice of Insight Meditation,"Fri, 14 Oct 2022 13:52:38 +0000",publish,/book-411s/breath-by-breath,Contemplative practice and mindfulness,"BY: LARRY ROSENBERG Listen or Download Audio File Additional Note: This book is a discourse on the Anapanasati Sutra. This sutra “ constitutes the basic meditative instructions of the Buddha, and so serves as a fundamental vehicle for gaining insight into the core teachings of Buddhism. ” – Jon Kaba"
"Breath Taking: The Power, Fragility, and Future of Our Extraordinary Lungs","Tue, 26 Jul 2022 18:53:27 +0000",publish,/book-411s/breath-taking,Breathwork techniques and how-to,"BY: MICHAEL J STEPHEN, MD 4 THOUGHTS 1. Breathing Makes Everything Possible: Life & Breath Are Synonymous “That oxygen, life, and lungs all came into our world in relatively close succession is no coincidence. Only with oxygen and some means of extracting it are all things possible—thinking, moving,"
Breathing: The Master Key to Self Healing,"Fri, 21 Oct 2022 13:46:42 +0000",publish,/book-411s/breathing-master-key,Breathwork techniques and how-to,"BY: ANDREW WEIL, MD Listen or Download Audio File Additional Note: This is an audio tape, not a book. So, all the quotes are punctuated using my best guess based on Dr. Weil’s dictation. Moreover, this tape (released more than 20 years ago!) will now be my #1 recommendation for anyone beginning with"
"Buddha's Brain: The Practical Neuroscience of Happiness, Love &amp; Wisdom","Thu, 17 Nov 2022 16:44:48 +0000",publish,/book-411s/buddhas-brain,Nervous system science,"BY: RICK HANSON, Ph.D., with RICHARD MENDIUS, MD Listen or Download Audio File 4 THOUGHTS 1. The Power of the PNS and How to Utilize It “Parasympathetic activation is the normal resting state of your body, brain, and mind. If your SNS were surgically disconnected, you’d stay alive (though you wouldn"
"Full Catastrophe Living: Using the Wisdom of Your Body and Mind to Face Stress, Pain, and Illness","Fri, 05 May 2023 08:11:00 +0000",publish,/book-411s/full-catastrophe-living,Anxiety and stress,"BY: Jon Kabat-Zinn, Ph.D. Listen or Download Podcast Version 4 Thoughts 1. What is Full Catastrophe Living? “Yet ever since I first heard it, I have felt that the phrase “the full catastrophe” captures something positive about the human spirit’s ability to come to grips with what is most difficult i"
"Heart Breath Mind: Conquer Stress, Build Resilience, and Perform at your Peak","Fri, 29 Jul 2022 14:16:23 +0000",publish,/book-411s/heart-breath-mind,Breathwork techniques and how-to,"BY: LEAH LAGOS, Psy.D. Listen or Download Audio File 4 THOUGHTS 1. Something Amazing Happens: Baroreflexes and Why Slow Breathing is So Powerful “The baroreflex is one of the body’s mechanisms for maintaining blood pressure. … Every time you inhale, your heart rate increases, followed by a rise in b"
Holotropic Breathwork: A New Approach to Self-Exploration and Therapy,"Fri, 02 Dec 2022 09:11:00 +0000",publish,/book-411s/holotropic-breathwork,Breathwork techniques and how-to,"BY: STANISLAV GROF & CHRISTINA GROF Listen or Download Podcast Version Nick’s Disclaimer I am not a Holotropic Breathwork® coach or practitioner. Thus, I read the book from a pure breath-enthusiast perspective. I usually only discuss things I practice myself, but I loved this book and wanted to shar"
"Love 2.0: How Our Supreme Emotion Affects Everything We Feel, Think, Do, and Become","Fri, 10 Feb 2023 09:11:00 +0000",publish,/book-411s/love-2-0,Breathwork techniques and how-to,"BY: BARBARA FREDRICKSON, Ph.D. Listen or Download Podcast Version 4 Thoughts 1. What is Love 2.0? Before we get into the surprisingly straightforward breath-love connection, let’s answer the obvious question: What is “Love 2.0”? Dr. Fredrickson defines love as a micro-moment of “positivity resonance"
"Mind Over Meds: Know When Drugs Are Necessary, When Alternatives Are Better and When to Let Your Body Heal on Its Own","Fri, 30 Sep 2022 14:13:57 +0000",publish,/book-411s/mind-over-meds,Nervous system science,"BY: ANDREW WEIL, MD Listen or Download Audio 4 THOUGHTS 1. Breath is (quite literally) Medicine “One question I always ask is “How did we come to believe that medication is the only or the most effective way to treat disease?” Medicine and medication both derive from an ancient Indo-Iranian root mea"
